semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:turn-them-down:memory,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:turn-them-down:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,You turned {role:colleague} down when they asked you to take their shift.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#line:0,life,episode,work.the-shift-you-were-asked-for/called-in,line:0,scene-line,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Your supervisor has asked you to pick up a shift you weren't scheduled for.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#line:1,life,episode,work.the-shift-you-were-asked-for/called-in,line:1,scene-line,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,It's the evening you'd put aside for the coursework you have due.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:offer-another:description,life,episode,work.the-shift-you-were-asked-for/called-in,option:offer-another:description,option-description,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Say that evening is taken and offer to work another one.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:offer-another:label,life,episode,work.the-shift-you-were-asked-for/called-in,option:offer-another:label,option-label,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Offer to work another one
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:offer-another:memory,life,episode,work.the-shift-you-were-asked-for/called-in,option:offer-another:memory,option-memory,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,You asked your supervisor for a different shift instead.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:take-the-shift:description,life,episode,work.the-shift-you-were-asked-for/called-in,option:take-the-shift:description,option-description,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Say yes to the extra shift.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:take-the-shift:label,life,episode,work.the-shift-you-were-asked-for/called-in,option:take-the-shift:label,option-label,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Take the shift
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:take-the-shift:memory,life,episode,work.the-shift-you-were-asked-for/called-in,option:take-the-shift:memory,option-memory,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,You took the shift your supervisor asked you to pick up.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:turn-it-down:description,life,episode,work.the-shift-you-were-asked-for/called-in,option:turn-it-down:description,option-description,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Tell your supervisor you can't take it.
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:turn-it-down:label,life,episode,work.the-shift-you-were-asked-for/called-in,option:turn-it-down:label,option-label,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,Turn it down
prose:life:episode:work.the-shift-you-were-asked-for/called-in#option:turn-it-down:memory,life,episode,work.the-shift-you-were-asked-for/called-in,option:turn-it-down:memory,option-memory,WITHHELD_BY_GROUNDING,Missing canonical supervisor shift request and coursework/evening conflict.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/called-in,withheld capability:paid-work capability:in-school age-at-least:17 age-below:26,You turned down the extra shift.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#line:0,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,line:0,scene-line,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,"You need a shift covered, and {role:colleague} is on the rota that day."
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#line:1,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,line:1,scene-line,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,Some months ago you took their shift when they asked.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:ask-and-bring-it-up:description,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:ask-and-bring-it-up:description,option-description,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,You ask {role:colleague} to cover the shift and mention the one you took for them.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:ask-and-bring-it-up:label,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:ask-and-bring-it-up:label,option-label,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,Ask and bring it up
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:ask-and-bring-it-up:memory,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:ask-and-bring-it-up:memory,option-memory,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,You asked {role:colleague} to cover the shift and brought up the one you took for them.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:ask-without-bringing-it-up:description,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:ask-without-bringing-it-up:description,option-description,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,You ask {role:colleague} to cover the shift and leave the earlier one out of it.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:ask-without-bringing-it-up:label,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:ask-without-bringing-it-up:label,option-label,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,Ask without bringing it up
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:ask-without-bringing-it-up:memory,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:ask-without-bringing-it-up:memory,option-memory,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,You asked {role:colleague} to cover the shift and didn't mention the one you took for them.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:do-not-ask:description,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:do-not-ask:description,option-description,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,You don't ask them to cover the shift.
prose:life:episode:work.the-shift-you-were-asked-for/it-came-back-round#option:do-not-ask:label,life,episode,work.the-shift-you-were-asked-for/it-came-back-round,option:do-not-ask:label,option-label,WITHHELD_BY_GROUNDING,Missing current coverage need/rota and performed earlier shift help; choosing yes is not performance.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/it-came-back-round,withheld after-choice:asked-by-a-colleague:cover-it days-since-stage:asked-by-a-colleague:120 capability:paid-work role:colleague,Don't ask {role:colleague}
